userName,score,at,content,Cleaning,HapusEmoji,3/Lebih,CaseFolding
Pengguna Google,5,2021-07-04 06:09:29,"Terima kasih Tokopedia saya suka cara metode pembayarannya lengkap, ada cod, ovo, dll. Cara pengirimannya tepat waktu. Dikirim barang/paketnya dari seller bagus, jujur, sesuai gambar. Kurirnya ramah dan amanah. Tapi sayang, saya terus terang kalau harga barangnya hampir semua mahal2, Seperti saya order casing hp yg mewah di Tokopedia harganya mencapai 180 ribu lebih - 200 ribu, maaf sedangkan diLazada harganya hanya 60 ribu lebih, jadi selisih harganya jauh banget, kalau ongkos kirim hampir sama","Terima kasih Tokopedia saya suka cara metode pembayarannya lengkap, ada cod, ovo, dll. Cara pengirimannya tepat waktu. Dikirim barang/paketnya dari seller bagus, jujur, sesuai gambar. Kurirnya ramah dan amanah. Tapi sayang, saya terus terang kalau harga barangnya hampir semua mahal2, Seperti saya order casing hp yg mewah di Tokopedia harganya mencapai 180 ribu lebih - 200 ribu, maaf sedangkan diLazada harganya hanya 60 ribu lebih, jadi selisih harganya jauh banget, kalau ongkos kirim hampir sama","Terima kasih Tokopedia saya suka cara metode pembayarannya lengkap, ada cod, ovo, dll. Cara pengirimannya tepat waktu. Dikirim barang/paketnya dari seller bagus, jujur, sesuai gambar. Kurirnya ramah dan amanah. Tapi sayang, saya terus terang kalau harga barangnya hampir semua mahal2, Seperti saya order casing hp yg mewah di Tokopedia harganya mencapai 180 ribu lebih - 200 ribu, maaf sedangkan diLazada harganya hanya 60 ribu lebih, jadi selisih harganya jauh banget, kalau ongkos kirim hampir sama","Terima kasih Tokopedia saya suka cara metode pembayarannya lengkap, ada cod, ovo, dll. Cara pengirimannya tepat waktu. Dikirim barang/paketnya dari seller bagus, jujur, sesuai gambar. Kurirnya ramah dan amanah. Tapi sayang, saya terus terang kalau harga barangnya hampir semua mahal2, Seperti saya order casing hp yg mewah di Tokopedia harganya mencapai 180 ribu lebih - 200 ribu, maaf sedangkan diLazada harganya hanya 60 ribu lebih, jadi selisih harganya jauh banget, kalau ongkos kirim hampir sama","terima kasih tokopedia saya suka cara metode pembayarannya lengkap, ada cod, ovo, dll. cara pengirimannya tepat waktu. dikirim barang/paketnya dari seller bagus, jujur, sesuai gambar. kurirnya ramah dan amanah. tapi sayang, saya terus terang kalau harga barangnya hampir semua mahal2, seperti saya order casing hp yg mewah di tokopedia harganya mencapai 180 ribu lebih - 200 ribu, maaf sedangkan dilazada harganya hanya 60 ribu lebih, jadi selisih harganya jauh banget, kalau ongkos kirim hampir sama"
Pengguna Google,1,2021-07-03 16:11:59,Tidak ada nomer cs yang bsa dhubungi tokopedia care djawab sama robot trus..terkait penipuan atas nama TOKO CAHAYA SEPEDA hati2 ya teman2 saya beli ditokopedia ternyata yang dkirim lewat shopee dan sistem cod padahal saya sdah bayar di tokopedia..pihak tokopedia gak gercep nangani kasus lambat sekali padahal bukti2 sdah jelas adanya..,Tidak ada nomer cs yang bsa dhubungi tokopedia care djawab sama robot trus..terkait penipuan atas nama TOKO CAHAYA SEPEDA hati2 ya teman2 saya beli ditokopedia ternyata yang dkirim lewat shopee dan sistem cod padahal saya sdah bayar di tokopedia..pihak tokopedia gak gercep nangani kasus lambat sekali padahal bukti2 sdah jelas adanya..,Tidak ada nomer cs yang bsa dhubungi tokopedia care djawab sama robot trus..terkait penipuan atas nama TOKO CAHAYA SEPEDA hati2 ya teman2 saya beli ditokopedia ternyata yang dkirim lewat shopee dan sistem cod padahal saya sdah bayar di tokopedia..pihak tokopedia gak gercep nangani kasus lambat sekali padahal bukti2 sdah jelas adanya..,Tidak ada nomer cs yang bsa dhubungi tokopedia care djawab sama robot trus..terkait penipuan atas nama TOKO CAHAYA SEPEDA hati2 ya teman2 saya beli ditokopedia ternyata yang dkirim lewat shopee dan sistem cod padahal saya sdah bayar di tokopedia..pihak tokopedia gak gercep nangani kasus lambat sekali padahal bukti2 sdah jelas adanya..,tidak ada nomer cs yang bsa dhubungi tokopedia care djawab sama robot trus..terkait penipuan atas nama toko cahaya sepeda hati2 ya teman2 saya beli ditokopedia ternyata yang dkirim lewat shopee dan sistem cod padahal saya sdah bayar di tokopedia..pihak tokopedia gak gercep nangani kasus lambat sekali padahal bukti2 sdah jelas adanya..
Pengguna Google,4,2021-07-03 14:28:32,"Saya kasih bintang 4 dulu yah, min. Saya baru install dan baru melakukan transaksi via COD. Tar kalau barang mendarat selamat dan aman. Terus transaksinya lancar. Bakal kasih bintang 5 di transaksi selanjutnya. Thanks sukses selalu!","Saya kasih bintang 4 dulu yah, min. Saya baru install dan baru melakukan transaksi via COD. Tar kalau barang mendarat selamat dan aman. Terus transaksinya lancar. Bakal kasih bintang 5 di transaksi selanjutnya. Thanks sukses selalu!","Saya kasih bintang 4 dulu yah, min. Saya baru install dan baru melakukan transaksi via COD. Tar kalau barang mendarat selamat dan aman. Terus transaksinya lancar. Bakal kasih bintang 5 di transaksi selanjutnya. Thanks sukses selalu!","Saya kasih bintang 4 dulu yah, min. Saya baru install dan baru melakukan transaksi via COD. Tar kalau barang mendarat selamat dan aman. Terus transaksinya lancar. Bakal kasih bintang 5 di transaksi selanjutnya. Thanks sukses selalu!","saya kasih bintang 4 dulu yah, min. saya baru install dan baru melakukan transaksi via cod. tar kalau barang mendarat selamat dan aman. terus transaksinya lancar. bakal kasih bintang 5 di transaksi selanjutnya. thanks sukses selalu!"
Pengguna Google,1,2021-07-03 11:14:17,"Tokopedia ini, gimana sih?? Katanya kemaren saya dapat voucer belanja 780.000,,ehh pas di pesan kok tetap bayar,, COD lagi Nyesel belanja disini","Tokopedia ini, gimana sih?? Katanya kemaren saya dapat voucer belanja 780.000,,ehh pas di pesan kok tetap bayar,, COD lagi Nyesel belanja disini","Tokopedia ini, gimana sih?? Katanya kemaren saya dapat voucer belanja 780.000,,ehh pas di pesan kok tetap bayar,, COD lagi Nyesel belanja disini","Tokopedia ini, gimana sih?? Katanya kemaren saya dapat voucer belanja 780.0,,ehh pas di pesan kok tetap bayar,, COD lagi Nyesel belanja disini","tokopedia ini, gimana sih?? katanya kemaren saya dapat voucer belanja 780.0,,ehh pas di pesan kok tetap bayar,, cod lagi nyesel belanja disini"
Pengguna Google,3,2021-07-02 10:42:13,Sebenernya aku mulai suka pake apk ini :') . Tokopedia kalo soal cari buku lumayan lengkap dan harganya murah. Cuma sayang ga bisa paks sistem CODan lagi :(,Sebenernya aku mulai suka pake apk ini :') . Tokopedia kalo soal cari buku lumayan lengkap dan harganya murah. Cuma sayang ga bisa paks sistem CODan lagi :(,Sebenernya aku mulai suka pake apk ini :') . Tokopedia kalo soal cari buku lumayan lengkap dan harganya murah. Cuma sayang ga bisa paks sistem CODan lagi :(,Sebenernya aku mulai suka pake apk ini :') . Tokopedia kalo soal cari buku lumayan lengkap dan harganya murah. Cuma sayang ga bisa paks sistem CODan lagi :(,sebenernya aku mulai suka pake apk ini :') . tokopedia kalo soal cari buku lumayan lengkap dan harganya murah. cuma sayang ga bisa paks sistem codan lagi :(
Pengguna Google,3,2021-07-02 03:06:22,Tokopediaaa Traktiran pengguna baru nya mantap banget. Tampilannya juga menarik gak kaya dulu. Enaknya belanja di Tokopedia ya banyak barang yang lebih murah dari toko sebelah. Cuma barang yang bisa bayar pake COD cuman dikit-dikit. Harga maksimal barang yang bisa pake COD cuman 2.500.000. Harusnya maximum nya ditambah biar bebas beli barang apa aja tanpa harus isi saldo ovo dulu. Jadinya gak was was kalo belanja di Tokopedia. Kupon gratis ongkir nya jarang didapat. Tambahlaa itu kupon kuponnya.,Tokopediaaa Traktiran pengguna baru nya mantap banget. Tampilannya juga menarik gak kaya dulu. Enaknya belanja di Tokopedia ya banyak barang yang lebih murah dari toko sebelah. Cuma barang yang bisa bayar pake COD cuman dikit-dikit. Harga maksimal barang yang bisa pake COD cuman 2.500.000. Harusnya maximum nya ditambah biar bebas beli barang apa aja tanpa harus isi saldo ovo dulu. Jadinya gak was was kalo belanja di Tokopedia. Kupon gratis ongkir nya jarang didapat. Tambahlaa itu kupon kuponnya.,Tokopediaaa Traktiran pengguna baru nya mantap banget. Tampilannya juga menarik gak kaya dulu. Enaknya belanja di Tokopedia ya banyak barang yang lebih murah dari toko sebelah. Cuma barang yang bisa bayar pake COD cuman dikit-dikit. Harga maksimal barang yang bisa pake COD cuman 2.500.000. Harusnya maximum nya ditambah biar bebas beli barang apa aja tanpa harus isi saldo ovo dulu. Jadinya gak was was kalo belanja di Tokopedia. Kupon gratis ongkir nya jarang didapat. Tambahlaa itu kupon kuponnya.,Tokopedia Traktiran pengguna baru nya mantap banget. Tampilannya juga menarik gak kaya dulu. Enaknya belanja di Tokopedia ya banyak barang yang lebih murah dari toko sebelah. Cuma barang yang bisa bayar pake COD cuman dikit-dikit. Harga maksimal barang yang bisa pake COD cuman 2.500.0. Harusnya maximum nya ditambah biar bebas beli barang apa aja tanpa harus isi saldo ovo dulu. Jadinya gak was was kalo belanja di Tokopedia. Kupon gratis ongkir nya jarang didapat. Tambahlaa itu kupon kuponnya.,tokopedia traktiran pengguna baru nya mantap banget. tampilannya juga menarik gak kaya dulu. enaknya belanja di tokopedia ya banyak barang yang lebih murah dari toko sebelah. cuma barang yang bisa bayar pake cod cuman dikit-dikit. harga maksimal barang yang bisa pake cod cuman 2.500.0. harusnya maximum nya ditambah biar bebas beli barang apa aja tanpa harus isi saldo ovo dulu. jadinya gak was was kalo belanja di tokopedia. kupon gratis ongkir nya jarang didapat. tambahlaa itu kupon kuponnya.
Pengguna Google,5,2021-07-01 22:09:01,"Saya kasih Bintang 5 , karna setiap belanja selalu gratis ongkir. Tapi kendala nya terkadang tidak cod, padahal toko nya cod","Saya kasih Bintang 5 , karna setiap belanja selalu gratis ongkir. Tapi kendala nya terkadang tidak cod, padahal toko nya cod","Saya kasih Bintang 5 , karna setiap belanja selalu gratis ongkir. Tapi kendala nya terkadang tidak cod, padahal toko nya cod","Saya kasih Bintang 5 , karna setiap belanja selalu gratis ongkir. Tapi kendala nya terkadang tidak cod, padahal toko nya cod","saya kasih bintang 5 , karna setiap belanja selalu gratis ongkir. tapi kendala nya terkadang tidak cod, padahal toko nya cod"
Pengguna Google,2,2021-06-28 12:14:05,"Ini konyol karena tokopedia sendiri yang menawarkan promo, tapi kenyataannya setelah promo dipake untuk belanja malah sistem membatalkan otomatis atas tuduhan kecurangan padahal kami tidak melanggar apapun ditambah lagi barang sangat minim yang mendukung sistem COD...","Ini konyol karena tokopedia sendiri yang menawarkan promo, tapi kenyataannya setelah promo dipake untuk belanja malah sistem membatalkan otomatis atas tuduhan kecurangan padahal kami tidak melanggar apapun ditambah lagi barang sangat minim yang mendukung sistem COD...","Ini konyol karena tokopedia sendiri yang menawarkan promo, tapi kenyataannya setelah promo dipake untuk belanja malah sistem membatalkan otomatis atas tuduhan kecurangan padahal kami tidak melanggar apapun ditambah lagi barang sangat minim yang mendukung sistem COD...","Ini konyol karena tokopedia sendiri yang menawarkan promo, tapi kenyataannya setelah promo dipake untuk belanja malah sistem membatalkan otomatis atas tuduhan kecurangan padahal kami tidak melanggar apapun ditambah lagi barang sangat minim yang mendukung sistem COD.","ini konyol karena tokopedia sendiri yang menawarkan promo, tapi kenyataannya setelah promo dipake untuk belanja malah sistem membatalkan otomatis atas tuduhan kecurangan padahal kami tidak melanggar apapun ditambah lagi barang sangat minim yang mendukung sistem cod."
Pengguna Google,1,2021-06-28 00:01:12,Saya perhatikan pengiriman cepat kalau pake sistem pembayaran cod tp kalo tunai lama dan pas barang sampe sering tidak sesuai kadang salah kirim kadang RUSAK,Saya perhatikan pengiriman cepat kalau pake sistem pembayaran cod tp kalo tunai lama dan pas barang sampe sering tidak sesuai kadang salah kirim kadang RUSAK,Saya perhatikan pengiriman cepat kalau pake sistem pembayaran cod tp kalo tunai lama dan pas barang sampe sering tidak sesuai kadang salah kirim kadang RUSAK,Saya perhatikan pengiriman cepat kalau pake sistem pembayaran cod tp kalo tunai lama dan pas barang sampe sering tidak sesuai kadang salah kirim kadang RUSAK,saya perhatikan pengiriman cepat kalau pake sistem pembayaran cod tp kalo tunai lama dan pas barang sampe sering tidak sesuai kadang salah kirim kadang rusak
Pengguna Google,3,2021-06-27 15:14:08,"Aplikasinya lumayan sih, tapi kenapa untuk metode pembayaran yang cod gaada? Padahal di toko sama jasa antarnya bisa cod, tapi waktu mau pilih pembayaran gaada pilihan untuk cod??","Aplikasinya lumayan sih, tapi kenapa untuk metode pembayaran yang cod gaada? Padahal di toko sama jasa antarnya bisa cod, tapi waktu mau pilih pembayaran gaada pilihan untuk cod??","Aplikasinya lumayan sih, tapi kenapa untuk metode pembayaran yang cod gaada? Padahal di toko sama jasa antarnya bisa cod, tapi waktu mau pilih pembayaran gaada pilihan untuk cod??","Aplikasinya lumayan sih, tapi kenapa untuk metode pembayaran yang cod gaada? Padahal di toko sama jasa antarnya bisa cod, tapi waktu mau pilih pembayaran gaada pilihan untuk cod??","aplikasinya lumayan sih, tapi kenapa untuk metode pembayaran yang cod gaada? padahal di toko sama jasa antarnya bisa cod, tapi waktu mau pilih pembayaran gaada pilihan untuk cod??"
Pengguna Google,4,2021-06-24 19:56:40,"Hallo pemilik aplikasi, sudah tau berita tentang sistem COD yang merugikan kurir belakangan ini, karena banyak pembeli yang t*l0l dan tidak paham dengan sistem tersebut, mungkin lebih baik di hapus saja sistem COD seperti ini. Terimakasih","Hallo pemilik aplikasi, sudah tau berita tentang sistem COD yang merugikan kurir belakangan ini, karena banyak pembeli yang t*l0l dan tidak paham dengan sistem tersebut, mungkin lebih baik di hapus saja sistem COD seperti ini. Terimakasih","Hallo pemilik aplikasi, sudah tau berita tentang sistem COD yang merugikan kurir belakangan ini, karena banyak pembeli yang t*l0l dan tidak paham dengan sistem tersebut, mungkin lebih baik di hapus saja sistem COD seperti ini. Terimakasih","Hallo pemilik aplikasi, sudah tau berita tentang sistem COD yang merugikan kurir belakangan ini, karena banyak pembeli yang t*l0l dan tidak paham dengan sistem tersebut, mungkin lebih baik di hapus saja sistem COD seperti ini. Terimakasih","hallo pemilik aplikasi, sudah tau berita tentang sistem cod yang merugikan kurir belakangan ini, karena banyak pembeli yang t*l0l dan tidak paham dengan sistem tersebut, mungkin lebih baik di hapus saja sistem cod seperti ini. terimakasih"
Pengguna Google,2,2021-06-23 10:51:30,Awal nya untuk cod fine fine aja. Lama lama kok saya pake cod dibatalkan terus sih oleh sistem tokped. Pdhl sy yakin gk melakukan pelanggaran. Terus sekarang kok hanya bisa 2x transaksi cod y ?tlg perbaiki sistem nya.,Awal nya untuk cod fine fine aja. Lama lama kok saya pake cod dibatalkan terus sih oleh sistem tokped. Pdhl sy yakin gk melakukan pelanggaran. Terus sekarang kok hanya bisa 2x transaksi cod y ?tlg perbaiki sistem nya.,Awal nya untuk cod fine fine aja. Lama lama kok saya pake cod dibatalkan terus sih oleh sistem tokped. Pdhl sy yakin gk melakukan pelanggaran. Terus sekarang kok hanya bisa 2x transaksi cod y ?tlg perbaiki sistem nya.,Awal nya untuk cod fine fine aja. Lama lama kok saya pake cod dibatalkan terus sih oleh sistem tokped. Pdhl sy yakin gk melakukan pelanggaran. Terus sekarang kok hanya bisa 2x transaksi cod y ?tlg perbaiki sistem nya.,awal nya untuk cod fine fine aja. lama lama kok saya pake cod dibatalkan terus sih oleh sistem tokped. pdhl sy yakin gk melakukan pelanggaran. terus sekarang kok hanya bisa 2x transaksi cod y ?tlg perbaiki sistem nya.
Pengguna Google,1,2021-06-19 19:06:12,"Hallo maaf ya saya agak susah belanja di tokopedia , gak bisa cod karna rumah saya itu gak ada ATM jadi bingung mau trnsfer gimana ... Jadi lebih suka ama apk sebelah belanjanya..🙏","Hallo maaf ya saya agak susah belanja di tokopedia , gak bisa cod karna rumah saya itu gak ada ATM jadi bingung mau trnsfer gimana ... Jadi lebih suka ama apk sebelah belanjanya..🙏","Hallo maaf ya saya agak susah belanja di tokopedia , gak bisa cod karna rumah saya itu gak ada ATM jadi bingung mau trnsfer gimana ... Jadi lebih suka ama apk sebelah belanjanya..","Hallo maaf ya saya agak susah belanja di tokopedia , gak bisa cod karna rumah saya itu gak ada ATM jadi bingung mau trnsfer gimana . Jadi lebih suka ama apk sebelah belanjanya..","hallo maaf ya saya agak susah belanja di tokopedia , gak bisa cod karna rumah saya itu gak ada atm jadi bingung mau trnsfer gimana . jadi lebih suka ama apk sebelah belanjanya.."
Pengguna Google,5,2021-06-19 14:05:31,"Bagus Banget.. Foto dengan barang yang sudah sampai sama , Barangnya juga bagus kualitasnya , tetapi agak mahal semua harganya.. , tapi gpp karena untuk pengguna baru bakalan dpat kupon gede gedean.. , dan juga bisa COD lagi..💜.. , makin suka sih.. kalau aku bisa Gratis Ongkir , itu yang saya suka banget dari Tokopedia , Selalu Ada Selalu Bisa","Bagus Banget.. Foto dengan barang yang sudah sampai sama , Barangnya juga bagus kualitasnya , tetapi agak mahal semua harganya.. , tapi gpp karena untuk pengguna baru bakalan dpat kupon gede gedean.. , dan juga bisa COD lagi..💜.. , makin suka sih.. kalau aku bisa Gratis Ongkir , itu yang saya suka banget dari Tokopedia , Selalu Ada Selalu Bisa","Bagus Banget.. Foto dengan barang yang sudah sampai sama , Barangnya juga bagus kualitasnya , tetapi agak mahal semua harganya.. , tapi gpp karena untuk pengguna baru bakalan dpat kupon gede gedean.. , dan juga bisa COD lagi.... , makin suka sih.. kalau aku bisa Gratis Ongkir , itu yang saya suka banget dari Tokopedia , Selalu Ada Selalu Bisa","Bagus Banget.. Foto dengan barang yang sudah sampai sama , Barangnya juga bagus kualitasnya , tetapi agak mahal semua harganya.. , tapi gpp karena untuk pengguna baru bakalan dpat kupon gede gedean.. , dan juga bisa COD lagi. , makin suka sih.. kalau aku bisa Gratis Ongkir , itu yang saya suka banget dari Tokopedia , Selalu Ada Selalu Bisa","bagus banget.. foto dengan barang yang sudah sampai sama , barangnya juga bagus kualitasnya , tetapi agak mahal semua harganya.. , tapi gpp karena untuk pengguna baru bakalan dpat kupon gede gedean.. , dan juga bisa cod lagi. , makin suka sih.. kalau aku bisa gratis ongkir , itu yang saya suka banget dari tokopedia , selalu ada selalu bisa"
Pengguna Google,1,2021-06-17 08:46:27,"Baru di coba pesan pke cod katanya alamat pengiriman tidak tersdia,karna kurir tidak ada, Pke lazada mantap bisa cod,hrga barang gk bgitu mahal tanpa ribet dan proses mudah","Baru di coba pesan pke cod katanya alamat pengiriman tidak tersdia,karna kurir tidak ada, Pke lazada mantap bisa cod,hrga barang gk bgitu mahal tanpa ribet dan proses mudah","Baru di coba pesan pke cod katanya alamat pengiriman tidak tersdia,karna kurir tidak ada, Pke lazada mantap bisa cod,hrga barang gk bgitu mahal tanpa ribet dan proses mudah","Baru di coba pesan pke cod katanya alamat pengiriman tidak tersdia,karna kurir tidak ada, Pke lazada mantap bisa cod,hrga barang gk bgitu mahal tanpa ribet dan proses mudah","baru di coba pesan pke cod katanya alamat pengiriman tidak tersdia,karna kurir tidak ada, pke lazada mantap bisa cod,hrga barang gk bgitu mahal tanpa ribet dan proses mudah"
Pengguna Google,1,2021-06-08 16:17:06,"Sangat kecewa sekali, pembelian tiket tgl 5 sudah dpt barcod untuk di gunakan di tgl 6 tiba2 dpt email tgl 6 juni kalo itu tidak bisa di gunakan karna blm bisa transaksi tokped di loket trsb bisa di gunakan tgl 10 juni trs buat apa ada pilihan tanggal kalo gak bisa di gunakan tgl yg saya mau kalo emg bisa nya tgl 10 kenapa sudah di jual seblum tgl tersebut dan lg yg bikin kecewa itu tidak bisa di batalkan pd hal masih jauh ke tgl 10 payah tokped saya sangat2 kecewa gak bakal berkah. Ja*c*uk","Sangat kecewa sekali, pembelian tiket tgl 5 sudah dpt barcod untuk di gunakan di tgl 6 tiba2 dpt email tgl 6 juni kalo itu tidak bisa di gunakan karna blm bisa transaksi tokped di loket trsb bisa di gunakan tgl 10 juni trs buat apa ada pilihan tanggal kalo gak bisa di gunakan tgl yg saya mau kalo emg bisa nya tgl 10 kenapa sudah di jual seblum tgl tersebut dan lg yg bikin kecewa itu tidak bisa di batalkan pd hal masih jauh ke tgl 10 payah tokped saya sangat2 kecewa gak bakal berkah. Ja*c*uk","Sangat kecewa sekali, pembelian tiket tgl 5 sudah dpt barcod untuk di gunakan di tgl 6 tiba2 dpt email tgl 6 juni kalo itu tidak bisa di gunakan karna blm bisa transaksi tokped di loket trsb bisa di gunakan tgl 10 juni trs buat apa ada pilihan tanggal kalo gak bisa di gunakan tgl yg saya mau kalo emg bisa nya tgl 10 kenapa sudah di jual seblum tgl tersebut dan lg yg bikin kecewa itu tidak bisa di batalkan pd hal masih jauh ke tgl 10 payah tokped saya sangat2 kecewa gak bakal berkah. Ja*c*uk","Sangat kecewa sekali, pembelian tiket tgl 5 sudah dpt barcod untuk di gunakan di tgl 6 tiba2 dpt email tgl 6 juni kalo itu tidak bisa di gunakan karna blm bisa transaksi tokped di loket trsb bisa di gunakan tgl 10 juni trs buat apa ada pilihan tanggal kalo gak bisa di gunakan tgl yg saya mau kalo emg bisa nya tgl 10 kenapa sudah di jual seblum tgl tersebut dan lg yg bikin kecewa itu tidak bisa di batalkan pd hal masih jauh ke tgl 10 payah tokped saya sangat2 kecewa gak bakal berkah. Ja*c*uk","sangat kecewa sekali, pembelian tiket tgl 5 sudah dpt barcod untuk di gunakan di tgl 6 tiba2 dpt email tgl 6 juni kalo itu tidak bisa di gunakan karna blm bisa transaksi tokped di loket trsb bisa di gunakan tgl 10 juni trs buat apa ada pilihan tanggal kalo gak bisa di gunakan tgl yg saya mau kalo emg bisa nya tgl 10 kenapa sudah di jual seblum tgl tersebut dan lg yg bikin kecewa itu tidak bisa di batalkan pd hal masih jauh ke tgl 10 payah tokped saya sangat2 kecewa gak bakal berkah. ja*c*uk"
Pengguna Google,1,2021-06-06 01:16:52,"banyak yg ga sesuai .. pembeli lebih baik COD dr pada transaksi pembayaran via tokopedia langsung,sudah top up pembayaran,otomatis pembayaran langsung di batalkan mau pesan lg cs sudah tidak nyaman, mau ga mau pengendapan 33rbu harus di belanjakan habis tp tetap saja ada sisa disana.","banyak yg ga sesuai .. pembeli lebih baik COD dr pada transaksi pembayaran via tokopedia langsung,sudah top up pembayaran,otomatis pembayaran langsung di batalkan mau pesan lg cs sudah tidak nyaman, mau ga mau pengendapan 33rbu harus di belanjakan habis tp tetap saja ada sisa disana.","banyak yg ga sesuai .. pembeli lebih baik COD dr pada transaksi pembayaran via tokopedia langsung,sudah top up pembayaran,otomatis pembayaran langsung di batalkan mau pesan lg cs sudah tidak nyaman, mau ga mau pengendapan 33rbu harus di belanjakan habis tp tetap saja ada sisa disana.","banyak yg ga sesuai .. pembeli lebih baik COD dr pada transaksi pembayaran via tokopedia langsung,sudah top up pembayaran,otomatis pembayaran langsung di batalkan mau pesan lg cs sudah tidak nyaman, mau ga mau pengendapan 33rbu harus di belanjakan habis tp tetap saja ada sisa disana.","banyak yg ga sesuai .. pembeli lebih baik cod dr pada transaksi pembayaran via tokopedia langsung,sudah top up pembayaran,otomatis pembayaran langsung di batalkan mau pesan lg cs sudah tidak nyaman, mau ga mau pengendapan 33rbu harus di belanjakan habis tp tetap saja ada sisa disana."
Pengguna Google,5,2021-06-05 02:18:48,"sebagai warga negara indonesia wajib menggunkan aplikasi orang indonesia,buat pribadi saya setelah ada fitur COD ditokopedia saya lebih banyak transaksi menggunakan aplikasi Tokopedia, Alhamdulillah sangat terbantu sekali,apalagi lokasi daerah saya dipelosok yang susah mencari barang-barang untuk dibeli ditoko-toko sekitar didaerah saya.. terimakasih Tokopedia pertahankan ongkir yang murah dan harga yang terjangkau.. Tokopedia menurut saya terbaik dibandingkan dengan aplikasi online shop yg lain","sebagai warga negara indonesia wajib menggunkan aplikasi orang indonesia,buat pribadi saya setelah ada fitur COD ditokopedia saya lebih banyak transaksi menggunakan aplikasi Tokopedia, Alhamdulillah sangat terbantu sekali,apalagi lokasi daerah saya dipelosok yang susah mencari barang-barang untuk dibeli ditoko-toko sekitar didaerah saya.. terimakasih Tokopedia pertahankan ongkir yang murah dan harga yang terjangkau.. Tokopedia menurut saya terbaik dibandingkan dengan aplikasi online shop yg lain","sebagai warga negara indonesia wajib menggunkan aplikasi orang indonesia,buat pribadi saya setelah ada fitur COD ditokopedia saya lebih banyak transaksi menggunakan aplikasi Tokopedia, Alhamdulillah sangat terbantu sekali,apalagi lokasi daerah saya dipelosok yang susah mencari barang-barang untuk dibeli ditoko-toko sekitar didaerah saya.. terimakasih Tokopedia pertahankan ongkir yang murah dan harga yang terjangkau.. Tokopedia menurut saya terbaik dibandingkan dengan aplikasi online shop yg lain","sebagai warga negara indonesia wajib menggunkan aplikasi orang indonesia,buat pribadi saya setelah ada fitur COD ditokopedia saya lebih banyak transaksi menggunakan aplikasi Tokopedia, Alhamdulillah sangat terbantu sekali,apalagi lokasi daerah saya dipelosok yang susah mencari barang-barang untuk dibeli ditoko-toko sekitar didaerah saya.. terimakasih Tokopedia pertahankan ongkir yang murah dan harga yang terjangkau.. Tokopedia menurut saya terbaik dibandingkan dengan aplikasi online shop yg lain","sebagai warga negara indonesia wajib menggunkan aplikasi orang indonesia,buat pribadi saya setelah ada fitur cod ditokopedia saya lebih banyak transaksi menggunakan aplikasi tokopedia, alhamdulillah sangat terbantu sekali,apalagi lokasi daerah saya dipelosok yang susah mencari barang-barang untuk dibeli ditoko-toko sekitar didaerah saya.. terimakasih tokopedia pertahankan ongkir yang murah dan harga yang terjangkau.. tokopedia menurut saya terbaik dibandingkan dengan aplikasi online shop yg lain"
Pengguna Google,4,2021-06-04 11:41:46,"Pengalaman dlm hal apa ini? Klo blnj biasa nya saya titip sama anak2 saya fisini Mo tanya,, saya baru mo ikutin Tokopedia, pas liat cod kok kena + an 2.5%??","Pengalaman dlm hal apa ini? Klo blnj biasa nya saya titip sama anak2 saya fisini Mo tanya,, saya baru mo ikutin Tokopedia, pas liat cod kok kena + an 2.5%??","Pengalaman dlm hal apa ini? Klo blnj biasa nya saya titip sama anak2 saya fisini Mo tanya,, saya baru mo ikutin Tokopedia, pas liat cod kok kena + an 2.5%??","Pengalaman dlm hal apa ini? Klo blnj biasa nya saya titip sama anak2 saya fisini Mo tanya,, saya baru mo ikutin Tokopedia, pas liat cod kok kena + an 2.5%??","pengalaman dlm hal apa ini? klo blnj biasa nya saya titip sama anak2 saya fisini mo tanya,, saya baru mo ikutin tokopedia, pas liat cod kok kena + an 2.5%??"
